id,name,city,district,address,mrt,broth_types,specialties,price_min,price_max,price_avg,wait_time,rating,tags,notes,source,status,data_quality
menya-shinuchi,麵屋真打,花蓮縣,花蓮市,鎮國街60號,,豚骨,特盛蔥豚骨拉麵,180,230,200,20分,4.2,免費加麵|2023新開幕,暴力系濃厚豚骨，免費加麵,tutufoodaholic.tw,,detailed
menya-oda,麵屋小田,花蓮縣,花蓮市,中華路,,豚骨|醬油豚骨,博多豚骨拉麵|剝皮辣椒拉麵,120,200,160,10分,4.2,百元平價|在地食材,百元平價拉麵，純豬骨熬湯融合在地剝皮辣椒,tutufoodaholic.tw,,detailed
kura-menya,倉麵屋,花蓮縣,花蓮市,光復街81號,,豚骨|味噌|醬油,濃郁豚骨拉麵(限量),130,180,150,15分,4.2,百元秒飛日本|店貓,百元秒飛日本，有店貓陪吃,GOMAJI花蓮9間,,detailed
hot-ramen-taitung,哈拉麵,台東縣,台東市,福建路285號,,豚骨,厚切叉燒豚骨拉麵,140,200,170,30分,4.7,台東No.1|免費加麵,台東人氣No.1，厚切叉燒入口即化，免費加麵,janice.life,,detailed
shu-ramen-taitung,曙SHU拉麵,台東縣,台東市,仁二街1號,,豚骨,招牌拉麵|限量乾咖哩,100,140,120,15分,4.5,台東最美|十年老店,台東最美拉麵店，開業十年，限量乾咖哩,cc2kitchen.com,,detailed
li-mian-taitung,哩麵,台東縣,台東市,博愛路239號,,大骨蔬菜,味噌拉麵|咖哩飯,130,165,145,10分,4.3,動漫風|寵物友善,滿滿動漫公仔平價拉麵，寵物友善,janice.life,,detailed
yamakoshi-chiayi,山越拉麵,嘉義市,東區,中正路349號,,豚骨|雞清湯,皆傳家鹽味豚骨|濃厚蝦蝦豚骨,140,280,200,15分,4.5,嘉義排隊王|每日不同湯底,嘉義最強排隊名店，每日湯底不同,amonblog.com; 趣趣嘉義11家,,detailed
shouya-chiayi,將屋拉麵 嘉義店,嘉義市,西區,民族路523號,,雞白湯,泡系招牌雞白湯|澎湃白湯二郎,200,280,240,10分,4.8,嘉義評分最高|泡系,嘉義評分最高4.8，泡系雞白湯如奶蓋般綿密,kielkiel.com,,detailed
goshi-chiayi,吾妻拉麵,嘉義市,西區,北榮街171號,,雞白湯,原味雞白湯|蒜計蛤蠣雞白湯,160,200,180,10分,4.5,限量|攤車,雞白湯專賣攤車，限量販售賣完即止,amonblog.com,,detailed
yamazaki-chiayi,山崎拉麵,嘉義市,西區,國華街248號,,豚骨|醬油|味噌,黑豚骨拉麵|關東煮,150,200,175,5分,4.3,日本人老闆|東京正宗,日本東京老闆經營，日本食材正宗風味,damon624.pixnet.net,,detailed
menya-mokushin,麺屋木心,嘉義市,西區,永安街279號,,醬油|煮干,醬油煮干拉麵,170,200,185,25分,4.7,師承東京|巷弄限量,師承東京名店，巷弄攤車每日限量,amonblog.com,,detailed
mr-ramen-chiayi,Mr.RAMEN 嘉義店,嘉義市,西區,仁愛路229號,,豚骨,超級Mr拉麵|大蒜拉麵,150,250,200,5分,4.5,日本社長連鎖|客製化,日本社長連鎖品牌，可全面客製化,GOMAJI嘉義11選,,detailed
takino-chiayi,瀧野拉麵(家系),嘉義市,東區,文化路夜市附近,,豚骨醬油,橫濱家系豚骨|熊本黑蒜豚骨,190,270,230,5分,4.4,家系|免費加麵,正宗橫濱家系拉麵，免費加麵或白飯,ants.tw,,detailed
shouya-douliu,將屋拉麵 斗六總店,雲林縣,斗六市,九如街75號,,雞白湯,泡系雞白湯|辛雞白濃湯,200,280,240,15分,4.7,斗六指標|免費加麵,斗六拉麵指標，三種叉燒多汁，免費加麵,v84454058.pixnet.net,,detailed
jingxuan-douliu,京軒麵屋,雲林縣,斗六市,太平路154號,,豚骨|二郎系|沾麵,二郎蒜香沾麵|特盛拉麵,200,260,230,10分,4.5,二郎系|太平老街,太平老街日式拉麵，雲林少見二郎系與沾麵,ants.tw,,detailed
menya-santon,麵屋三豚,雲林縣,斗六市,民生路48-1號,,豚骨,焦蒜鹽味拉麵|叉燒飯,200,240,220,15分,4.6,僅8席|老闆赴日,僅8席座位，老闆赴日精進，斗六最強豚骨,ants.tw,,detailed
teichiba-keelung,定置漁場三代目(正濱店),基隆市,中正區,中正路541號B1,,魚白湯,炭燒小卷墨魚拉麵(基隆限定),250,320,280,25分,4.0,正濱漁港|基隆限定,花蓮名店進駐正濱漁港彩虹屋，基隆限定品項,keelunghihi.com.tw,,detailed
hato-menya,羽都麵屋,基隆市,仁愛區,愛一路59號,,雞白湯,雞白湯味噌|冷沾麵(夏限),200,230,215,10分,4.5,僅6席|前森拉麵主廚,前森拉麵主廚，僅6席職人吧台,keelunghihi.com.tw,,detailed
tsukimi-keelung,月見拉麵,基隆市,仁愛區,仁三路40號2樓,,鹽味豚骨,豬腳拉麵|鹽味豚骨拉麵,150,200,175,15分,4.0,廟口旁|豬腳獨創|免費加麵吃到飽,廟口旁台日混搭，豬腳拉麵獨創，免費加麵吃到飽,keelunghihi.com.tw,,detailed
kawasaki-keelung,川崎拉麵,基隆市,仁愛區,愛二路63號2樓,,豚骨|醬油|味噌|麻辣,京都豚骨|蝦王拉麵(10隻蝦),150,200,175,免排隊,3.9,免費飲品冰淇淋|CP值,免費飲品冰淇淋無限享用，CP值超高,GOMAJI基隆Top5; keelunghihi,,detailed
onisho-keelung,鬼匠拉麵(廟口店),基隆市,仁愛區,仁四路9-1號,,豚骨,豚骨拉麵|味噌拉麵,160,200,180,5分,4.0,廟口|連鎖,連鎖品牌進駐廟口，口味穩定價格親民,keelunghihi.com.tw,,detailed
meguro-pingtung,目黑拉麵,屏東縣,屏東市,民和路21號,,豚骨|味噌|鹽味,鹽味豚骨|叉燒味噌拉麵,190,215,200,10分,4.4,日本老闆|接近一蘭,日本老闆開設道地拉麵，濃厚度接近一蘭,ifoodie.tw,,detailed
yokoyamaya-pingtung,拉麵橫山家(屏東店),屏東縣,屏東市,林森路46號1樓,,豚骨|醬油,秘製豚骨|極釀醬油拉麵,200,320,260,15分,4.7,日本老闆台灣太太|職人町,日本老闆台灣太太經營，職人町文青風格,sushigraffiti.com,,detailed
hachiman-pingtung,八幡拉麵,屏東縣,屏東市,廈門街1-1號,,豚雞湯|醬油,海老辛味噌|柚子胡椒雞白湯,180,220,200,10分,4.3,加麵僅20元,品項豐富多樣，加麵僅20元,hemich.pixnet.net,,detailed
azumura-pingtung,梓村麵屋,屏東縣,屏東市,福建路77號,,雞白湯,辣味噌拉麵|秘炙醬油拉麵,180,220,200,10分,4.3,60年代復古風|深夜23:30,60年代日式復古風，營業至深夜23:30,chaoerh.pixnet.net,,detailed
unkaku-hengchun,雲鶴拉麵,屏東縣,恆春鎮,光明路48巷8號,,豚骨,蔥浪拉麵|黑目厚叉燒拉麵,200,250,225,15分,4.5,恆春排隊|墾丁必吃,恆春超人氣排隊店，墾丁旅遊必吃,趣趣屏東拉麵,,detailed
harayama-changhua,原山拉麵,彰化縣,彰化市,南郭路一段173號,,鴨白湯|鴨清湯,鴨白女湯拉麵|日式叉燒飯,130,180,155,30分,4.6,鴨湯專賣|佛心價130元,市場罕見鴨湯專賣，佛心價130元起,ants.tw,,detailed
yanki-changhua,雁歸 雞湯拉麵,彰化縣,彰化市,永樂街187號1樓,,雞白湯|鹽味雞湯,松露雞白湯|柚香清雞湯,180,220,200,15分,4.4,巷弄日式|浮世繪,巷弄日式風情，浮世繪牆面裝潢,GOMAJI彰化拉麵,,detailed
kadonoya-yuanlin,角屋拉麵,彰化縣,員林市,中山路二段442號,,豚骨,魔物燒豚拉麵(月限定)|赤丸拉麵,170,300,230,15分,4.5,赴日靜岡拜師|近十年,老闆赴日靜岡拜師，深耕近十年,nanai.tw,,detailed
chosei-yuanlin,長生塩人(員林店),彰化縣,員林市,中山路一段798號,,鹽味|醬油|味噌,招牌鹽味拉麵|辣味肉醬拉麵,140,170,155,40分,4.4,僅8席|深夜|台北天母來的,來自台北天母，每日熬八小時，深夜營業至凌晨,nanai.tw,,detailed
kouka-yuanlin,幸花雞白湯(員林店),彰化縣,員林市,中正路414號,,雞白湯,松露干貝拉麵|地獄火拉麵,160,220,190,10分,4.2,10小時熬煮|八種口味,每天新鮮熬煮10小時雞白湯，八種口味,pingu.blog,,detailed
menkonka,麵魂家,宜蘭縣,羅東鎮,南門路158號,,豚骨,魂白(濃厚白湯)|魂黑(黑麻油豚骨),180,220,200,30分,4.4,東海岸最強豚骨|食尚玩家,東海岸最強豚骨，每日限量，食尚玩家推薦,atm0710.pixnet.net,,detailed
yatai-yilan,屋台拉麵,宜蘭縣,頭城鎮,宜三路一段36號,,豚骨|醬油,豚骨經典|黑蒜頭私房拉麵,200,250,225,20分,4.5,柴火熬煮|攤車|店貓,柴火熬煮限量湯頭，攤車風格，可擼店貓,kafkalin.com,,detailed
isshin-yilan,一心拉麵,宜蘭縣,羅東鎮,光榮路413號,,豚骨,博多豚骨|三星玉蔥拉麵,180,220,200,25分,4.3,赴日學藝|限量200碗|免費浴衣,赴日學藝每日限量200碗，免費浴衣拍照體驗,walkerland.com.tw,,detailed
kimura-yilan,木村 Kimura,宜蘭縣,宜蘭市,中山路二段187巷16號,,豚骨|黑蒜,暗黑系黑蒜拉麵|赤紅系拉麵,180,220,200,10分,4.5,老宅文青|伊豆傳承,老宅改造文青風，傳承伊豆手藝，黑蒜湯頭驚豔,smallesa2022.pixnet.net,,detailed
leshan-jiaoxi,樂山溫泉拉麵,宜蘭縣,礁溪鄉,礁溪路五段108巷1號,,豚骨|味噌,三星蔥豚骨|海鮮拉麵,180,300,230,20分,3.8,泡腳吃拉麵|全台獨創|觀光必訪,全台獨創泡腳吃拉麵，礁溪觀光必訪,suni.tw; niniyeh.com,,detailed
menya-chihosui,麵屋千穗,苗栗縣,苗栗市,至公路310號,,豚骨|味噌|醬油|黑蒜,火炙叉燒醬油白湯|櫻桃鴨胸豚骨,180,210,195,15分,4.5,苗栗天花板|免費加麵,苗栗拉麵天花板，五種湯頭免費加麵,linnote.com,,detailed
menya-ugyo,麵屋有漁(頭份店),苗栗縣,頭份市,尚順路51號,,魚白湯|蝦湯|干貝醬油,石斑魚白湯|卡布奇諾蝦湯拉麵,280,320,300,20分,4.3,全台最強魚介系|石斑魚白湯,獨創石斑魚白湯，全台最強魚介系,huablog.tw,,detailed
original-miaoli,原味優品拉麵,苗栗縣,苗栗市,民族路52號,,豚骨|味噌|魚介,魚介叉燒豚骨|札幌味增拉麵,165,200,180,10分,4.3,在地十年|飲料無限,在地經營十年，165元起，飲料無限暢飲,vivawei.tw,,detailed
suixin-yonghe,醉心拉麵,新北市,永和區,仁愛路42號,頂溪,雞白湯|鹽味,泡系雞白湯|櫻桃鴨清湯,200,260,230,20分,4.8,三種叉燒|原羅東名店,原羅東名店遷永和，一碗三種叉燒(雞豬鴨),愛食記ifoodie.tw,,detailed
kotaka-zhonghe,小高拉麵,新北市,中和區,景新街471號,南勢角,醬油豚骨|麻辣豚骨,醬油豚骨拉麵|麻辣豚骨,135,145,140,30分,4.5,135元含叉燒溏心蛋|無限加麵|中永和CP王,中永和最高CP值！135元起含叉燒溏心蛋，無限加麵,愛食記ifoodie.tw,,detailed
suien-sanchong,炊煙拉麵 三重,新北市,三重區,仁愛街33號,三重國小,蛤蠣雞白湯|鹽豚骨|醬油豚骨,鹽味蛤蠣雞白湯|唐揚炸雞,200,240,220,15分,4.5,三種肉|捷運1分,一碗三種肉(炙燒叉燒+煎雞腿+舒肥)加溏心蛋,Google Maps,,detailed
kumakoetsu,熊越岳,新北市,新莊區,幸福路736號B1,幸福,醬油,清湯叉燒拉麵|百岳限定(每月9號),200,420,280,40分,4.6,新莊最強|每月9號百岳限定$200|免費加麵加湯,新莊最強拉麵，Google 2689則評價4.6。每月9號百岳限定$200,Google Maps,,detailed
aoyama-xizhi,青山製麵所,新北市,汐止區,新台五路一段150號,,雞清湯,鹽味雞清湯|柚子鹽拉麵,180,200,190,開門即滿,4.4,2023新開|清湯系|營業時間極短,2023年開業清湯系，營業時間極短需提早登記,WalkerLand窩客島,,detailed
keita-tamsui,麵屋敬太 KEITA,新北市,淡水區,英專路21巷11號,淡水,煮干,煮干濃湯|背脂煮干清湯,170,270,220,15分,4.4,日籍青森老闆|澎湖丁香魚|台灣罕見煮干,日籍青森老闆，澎湖丁香魚熬煮正宗煮干，台灣罕見,愛食記ifoodie.tw,,detailed
soton-banqiao,双豚拉麵,新北市,板橋區,民生路三段193號,新埔,醬油豚骨,DX拉麵(叉燒鋪滿)|清湯拉麵$99,99,300,200,20分,4.4,鷹流蘭丸體系|$99清湯|免費續麵,師出鷹流蘭丸體系，分日本原味/台灣味，免費續麵。清湯拉麵僅$99,多篇部落格,,detailed
haruki-banqiao,春㐂拉麵職人,新北市,板橋區,雙十路二段42號,江子翠,醬油|豚骨,醬油拉麵|舒肥叉燒拉麵,200,300,250,10分,4.3,板橋醬油代表,板橋醬油拉麵代表，舒肥叉燒極嫩,萍子upssmile,,detailed
iho-shirotang,伊禾白湯,台北市,信義區,光復南路519巷9號,國父紀念館,牛骨|雞湯,牛白湯拉麵(每日限量40碗),280,350,310,50分,4.9,Google 4.9|一人職人店|限量40碗|2023愛好會TOP5,一人職人店，每日僅40碗，Google 4.9極高評分。2023愛好會年度第5名,vocus.cc; 台灣拉麵愛好會2023 Top10,營業中,detailed
senguchi-ramen,千口牛舌烤雞拉麵,台北市,大安區,大安路一段19巷5號,忠孝復興,雞白湯|雞清湯|醬油,厚切牛舌拉麵(每碗3片),280,350,310,20分,4.3,2025新開幕|牛舌拉麵,2025年新開幕話題店，千口巧妙組成舌字，每碗3片厚切牛舌,自由時報玩咖,,detailed
kichikichi-neihu,雞吉君拉麵(內湖本店),台北市,內湖區,環山路一段33號,西湖,雞白湯,濃厚雞白湯|特濃雞白湯,230,300,260,40分,4.2,お帰り系統|金賞|僅13席|2023愛好會TOP7,お帰り體系，雞白湯先驅。2023年度愛好會第7名。,自由時報玩咖; 台灣拉麵愛好會2023,,detailed
chiyin-ramen,池音 鶏白湯ラーメン,台北市,內湖區,康寧路三段189巷11弄12號1樓,—,雞白湯,濃郁雞白湯,250,310,280,20分,4.5,內湖隱藏|賣完打烊,隱藏巷弄小店，湯賣完就打烊。雞白湯濃郁溫馨,marieClaire; trip.com,,detailed
kuma2-ramen,熊二拉麵,台北市,內湖區,內湖,—,雞白湯|豚骨,濃厚豚骨|雞白湯,220,280,250,15分,4.3,內湖|賣完打烊,內湖隱藏巷弄，豚骨/雞白湯雙選，湯賣完即打烊,marieClaire台北雞白湯10間,,detailed
kuroshio-ramen,黑潮拉麵·炸串,花蓮縣,花蓮市,復興街71號,,豚骨,黑蒜拉麵,190,220,200,15分,4.3,客製化,一蘭式可調濃淡軟硬，黑蒜湯頭層次豐富,jumpman.tw花蓮拉麵,,detailed
shojin-hualien,匠心食堂拉麵屋,花蓮縣,花蓮市,明禮路12號,,豚骨|牛豚骨,牛豚骨拉麵,200,280,240,15分,4.3,花蓮第一間,花蓮第一間拉麵專賣。舒肥牛腰脊配煙燻豚五花,趣趣花蓮拉麵,,detailed
chicken-white-hualien,雞白郎拉麵,花蓮縣,花蓮市,光復街50號,,雞白湯|魚介雞清湯,泡系雞白湯,260,270,265,20分,4.4,每日限量50碗|黑潮姊妹,花蓮首間全雞拉麵，每日限量50碗。黑潮姊妹品牌,jumpman.tw,,detailed
shinda-hualien,麵屋真打,花蓮縣,花蓮市,鎮國街60號,,豚骨,特盛蔥豚骨,180,230,200,15分,4.2,免費加麵|2023新開幕,暴力系濃厚豚骨，免費加麵,tutufoodaholic.tw,,detailed
oda-hualien,麵屋小田,花蓮縣,花蓮市,中華路,,豚骨|醬油豚骨,博多豚骨|剝皮辣椒拉麵,120,200,160,5分,4.2,百元平價|在地食材,120元起百元平價。純豬骨熬湯融合在地剝皮辣椒,tutufoodaholic.tw,,detailed
kura-hualien,倉麵屋,花蓮縣,花蓮市,光復街81號,,豚骨|味噌|醬油,濃郁豚骨(限量),130,180,150,10分,4.2,百元|店貓,百元秒飛日本。有店貓陪吃,GOMAJI花蓮9間,,detailed
hala-ramen,哈拉麵,台東縣,台東市,福建路285號,,豚骨,厚切叉燒豚骨,140,200,170,20分,4.7,台東No.1|免費加麵,台東人氣No.1，Google 4.7。厚切叉燒入口即化,janice.life,,detailed
shu-ramen,曙SHU拉麵,台東縣,台東市,仁二街1號,,豚骨,招牌拉麵|限量乾咖哩,100,140,120,10分,4.5,台東最美|100元起|十年老店,台東最美拉麵店，100元起。開業十年搬遷升級,cc2kitchen.com,,detailed
li-ramen,哩麵,台東縣,台東市,博愛路239號,,大骨蔬菜,味噌拉麵|咖哩飯,130,165,145,5分,4.3,動漫公仔|寵物友善,滿滿動漫公仔的平價拉麵。寵物友善,janice.life,,detailed
mokushin-chiayi,麺屋木心,嘉義市,西區,永安街279號,,醬油|煮干,醬油煮干拉麵,170,200,185,20分,4.7,師承東京|攤車限量,師承東京名店。巷弄攤車每日限量,amonblog.com,,detailed
santon-douliu,麵屋三豚,雲林縣,斗六市,民生路48-1號,,豚骨,焦蒜鹽味拉麵|叉燒飯,200,240,220,10分,4.6,僅8席|赴日精進,僅8席座位。老闆赴日精進，斗六最強豚骨,ants.tw,,detailed
uto-keelung,羽都麵屋,基隆市,仁愛區,愛一路59號,,雞白湯,雞白湯味噌|冷沾麵(夏限定),200,230,215,10分,4.5,僅6席|前森拉麵主廚,前森拉麵主廚。僅6席職人吧台,keelunghihi.com.tw,,detailed
yunhe-kenting,雲鶴拉麵,屏東縣,恆春鎮,光明路48巷8號,,豚骨,蔥浪拉麵|黑目厚叉燒,200,250,225,15分,4.5,恆春排隊|墾丁必吃,恆春超人氣排隊店，墾丁旅遊必吃,趣趣屏東拉麵,,detailed
yankui-changhua,雁歸雞湯拉麵,彰化縣,彰化市,永樂街187號1樓,,雞白湯|鹽味雞湯,松露雞白湯|柚香清雞湯,180,220,200,15分,4.4,文青|浮世繪牆面,巷弄日式風情，浮世繪牆面裝潢,GOMAJI彰化拉麵,,detailed
menhunka-yilan,麵魂家,宜蘭縣,羅東鎮,南門路158號,,豚骨,魂白(濃厚白湯)|魂黑(黑麻油豚骨),180,220,200,30分,4.4,東海岸最強豚骨|每日限量|食尚玩家,東海岸最強豚骨。每日限量。食尚玩家推薦,Pixnet YANG漾,,detailed
wotai-yilan,屋台拉麵,宜蘭縣,頭城鎮,宜三路一段36號,,豚骨|醬油,豚骨經典|黑蒜頭私房,200,250,225,15分,4.5,柴火熬煮|攤車|店貓,柴火熬煮限量湯頭。攤車風格，可擼店貓,kafkalin.com,,detailed
chiho-miaoli,麵屋千穗,苗栗縣,苗栗市,至公路310號,,豚骨|味噌|醬油|黑蒜,火炙叉燒醬油白湯|櫻桃鴨胸豚骨,180,210,195,15分,4.5,苗栗天花板|免費加麵|五種湯頭,苗栗拉麵天花板。五種湯頭免費加麵,linnote.com,,detailed
ugyo-toufen,麵屋有漁 頭份店,苗栗縣,頭份市,尚順路51號,,魚白湯|蝦湯|干貝醬油,石斑魚白湯|卡布奇諾蝦湯,280,320,300,20分,4.3,全台最強魚介|石斑魚白湯,獨創石斑魚白湯。卡布奇諾蝦湯拉麵,huablog.tw,,detailed
suixin-ramen,醉心拉麵,新北市,永和區,仁愛路42號,頂溪,雞白湯|鹽味雞清湯,泡系雞白湯|櫻桃鴨清湯,200,260,230,15分,4.8,原羅東名店|三種叉燒,原羅東名店遷永和。一碗三種叉燒(雞豬鴨),愛食記ifoodie,,detailed
koaka-ramen,小高拉麵,新北市,中和區,景新街471號,南勢角,醬油豚骨|麻辣豚骨,醬油豚骨|麻辣豚骨,135,145,140,20分,4.5,135元含叉燒溏心蛋|無限加麵|中永和CP值王,中永和最高CP值！135元起含叉燒溏心蛋，無限加麵,愛食記ifoodie,,detailed
kumakoshi-xinzhuang,熊越岳,新北市,新莊區,幸福路736號B1,幸福,醬油清湯,清湯叉燒|百岳限定(每月9號),200,420,280,40分,4.6,新莊最強|每月9號限定$200|免費加麵,新莊最強拉麵，Google 2689則4.6。每月9號百岳限定$200,Google Maps,,detailed
iho-ramen,伊禾白湯,台北市,信義區,光復南路519巷9號,國父紀念館,牛骨|雞湯,牛白湯拉麵(每日限量40碗),280,350,310,40分,4.9,一人職人店|限量40碗|Google 4.9|2023愛好會第5,一人職人店，每日僅40碗。Google 4.9極高評分。2023愛好會TOP5,vocus; 自由時報玩咖2023 Top10,營業中,detailed
senkou-taipei,千口牛舌烤雞拉麵,台北市,大安區,大安路一段19巷5號,忠孝復興,雞白湯|雞清湯|醬油,厚切牛舌拉麵(每碗3片),280,350,310,20分,4.3,2025新開幕|牛舌拉麵,2025年新開幕話題店。「千口」巧妙組成「舌」字。每碗3片厚切牛舌,自由時報玩咖,,detailed
pool-yin-ramen,池音 鶏白湯ラーメン,台北市,松山區,八德路三段,小巨蛋,雞白湯,鶏白湯拉麵,240,300,270,20分,4.5,雞白湯專門,雞白湯專門店。trip.com特派員私心推薦回訪率100%,trip.com 2026台北拉麵,,detailed
zhishuang-ramen,恉霜 拉麵專賣,台北市,中山區,長安東路一段48號,善導寺,牛白湯|雞豚清湯,犇・老火牛白湯$350|春源・雞豚旨味清湯$330,330,380,350,30分,4.5,2025新開幕|西餐技法|僅12席|紹興酒溏心蛋,西餐技法融入日式拉麵，紹興酒溏心蛋，僅12席吧台,TALKace 2025新開幕; Nash's Wonderland; Jeremyfoodie,,detailed
ryunokokyu,龍鱗拉麵,台北市,大同區,承德路二段1巷8號(士林店:文林路132號),中山/劍潭,豚骨魚介|雞白湯|蝦湯,柚香桂花拉麵$380|龍蝦雞白湯(限量),300,400,350,30分,4.4,2024新開幕|高顏值|鮭魚卵海葡萄|免費加麵,2024/6開幕迅速竄紅，高顏值配料鮭魚卵海葡萄，免費加清湯加麵,upssmile; life-taste; Jeremyfoodie,營業中,detailed
menya-tsurutachi,麵屋鶴立,台北市,大同區,承德路二段1巷18號,中山,雞白湯|雞清湯,鶴立雞白湯(雞豬鴨三拼),280,360,320,25分,4.4,2024新開幕|網美裝潢|三種肉,確認營業中。2024/9/7試營運。主打雞白湯拉麵，提供鶴立雞白湯、鹽味雞湯、醬油雞湯三種口味，價格約280-360元。文青木質裝潢，採點餐機自助點餐。,Jeremyfoodie; hellokids.tw,營業中,detailed
nashiorange-ramen,梨橙溫泉CAPYSPA,台北市,大安區,忠孝東路四段216巷11弄20號,忠孝敦化,酸菜魚|螺螄粉|麻辣,重慶酸菜魚拉麵|柳州螺螄粉拉麵,200,300,250,15分,4.2,水豚主題|中式創新|已更名CAPYSPA,已更名為「梨橙溫泉CAPYSPA」。水豚主題拉麵店，主打中式湯頭融合日式拉麵（重慶酸菜魚、柳州螺螄粉、四川麻辣鍋等口味）。營業時間可能已從凌晨3點調整為22:00。,驗證報告2026-04; tenjo.tw; 愛食記,營業中,detailed
teichiba-taipei,定置漁場三代目(台北店),台北市,中山區,中山北路二段39巷22號,中山,魚白湯,膠原魚白湯|酥炸鬼頭刀,280,380,330,30分,4.3,2025進軍台北|花蓮名店|七星潭漁獲,確認已開幕營業。2025/8/16開幕，為花蓮品牌全台第五家分店。位於晶華酒店旁獨棟建築，兩層樓約30席，營業時間11:00-15:00/17:00-24:00，無公休。台北限定與「杜甲A-Ma」聯名沾麵350元。,TALKace; bigfang.tw,營業中,detailed
ramen-uosakae,拉麵魚堺,台北市,大安區,瑞安街260-3號(大安店),—,雞白湯|醬油|鹽味,醬油拉麵$170起,170,280,220,20分,4.5,僅4-6席|中和起家|一級名店水準,確認營業中，目前3家分店確認營運：中和店（民享街94號）、大安店（瑞安街260-3號）、中山新店（大同區赤峰街49巷18號2樓，2025/6開幕）。板橋府中店（2024/12開幕）IG未列出，可能已歇業。基本款拉麵僅170元，CP值極高。,驗證報告2026-04; ramenroamer; mymarcy.tw,營業中,detailed
bokuyo-update,墨洋拉麵(資料更新),台北市,中正區,羅斯福路四段136巷10號,公館,貝系醬油|泡系雞豚,極上貝貝拉麵$280(生食級干貝)|泡系雞豚,170,280,220,15分,4.5,貝系醬油|全品項無限加麵|CP值,台北少見貝系醬油，全品項無限加麵，公館老宅改造,mibaoma.tw; yam Travel,,detailed
marumune-sanchong,丸宗拉麵屋,新北市,三重區,龍門路258號,三重國小,雞白湯|煮干醬油,貝出汁煮干醬油|雞白湯(無限加麵),180,220,200,40分,4.6,三重第一|全雞入湯|僅7-8席,三重第一拉麵店，全雞入湯金黃清澈，僅7-8席,Nash's Wonderland; PopDaily新北8家,,detailed
umineko-xindian,海貓亭 うみねこ亭,新北市,新店區,新店路27號,新店,雞白湯|鹽味|醬油,雞白湯拉麵|海貓拌麵,200,260,230,25分,4.5,每年入選金賞|每月29肉肉日,每年入選拉麵愛好會票選名店，每月29日肉肉日叉燒加量,PopDaily新北8家; 趣趣新北13家,,detailed
kinomoto-luzhou,木之本,新北市,蘆洲區,光華路,三民高中,雞白湯,蛤蠣雞白湯$210|松露雞白湯$180,180,210,195,20分,4.5,蘆洲唯一雞白湯|一人店|6種轉味,蘆洲唯一雞白湯專門店，一人店品質不含糊，碗具加熱講究，6種以上轉味,Nash's Wonderland,,detailed
shinen-tucheng,炙燃麵所,新北市,土城區,土城區,土城/海山,炭火風味,炭火香氣拉麵,200,280,240,25分,4.7,2023新開幕|土城隱藏版|90分鐘用餐,2023/8開業即衝上Google 4.7高分，隱藏版土城美食,travelwithvina.com,,detailed
tunjing-linkou,屯京拉麵(林口三井),新北市,林口區,文化三路一段356號2F(MITSUI OUTLET),機捷A9林口,豚骨醬油|魚豚,東京豚骨拉麵$260起,260,350,300,25分,4.3,東京池袋23年|免服務費,東京池袋創業23年名店，免服務費，桌上芝麻蒜泥辣油自取,ANIKO台北30家,營業中,detailed
gekirei-taichung,激勵軒,台中市,北區,三民路三段75號,,雞白湯,男湯(濃厚乳化)|女湯(泡沫化)|担々麺,250,350,300,30分,4.5,2020台中銀賞|担々麺天花板|每月限定,2020台中銀賞，担々麺被封天花板，每月限定風味,houpiblog; polstartech台中,,detailed
tonkotsu-issho,豚骨一笑,台中市,太平區,樹德路12-2號,,豚骨,熟成豚骨拉麵|炙燒腩肉叉燒,220,300,260,20分,4.4,發酵熟成工法|太平代表,獨特發酵熟成工法，湯頭膠質豐沛，太平區代表名店,polstartech台中; safood.tw,,detailed
chosei-taichung,長生塩人(台中西屯),台中市,西屯區,台灣大道三段486號,,鹽味,鹽味拉麵$160起|辣味肉醬,160,250,200,30分,4.4,天母名店南下|2024/3開幕|深夜仍排隊,天母名店2024/3南下台中，$160起最話題深夜拉麵，營業至凌晨,polstartech台中,,detailed
kitaho-taichung,北穗製麵所 Kitaho(更新),台中市,西區,公益路124巷2號,,豚骨醬油|紫蘇清湯,黃金紫蘇清湯|家系豚骨濃厚,280,380,330,25分,4.6,日籍老闆|手工自製麵|紫蘇清湯,日籍老闆，麵條全手工自製，紫蘇清湯淡雅獨特,polstartech台中,,detailed
menya-akimei,麵屋秋鳴,台中市,南區,文心南路715號,,鴨白湯,鴨霸二郎拉麵(整隻鴨腿),250,350,300,15分,4.3,台中首家鴨白湯|貍匠旗下|全日營業,貍匠旗下品牌，台中首家鴨白湯。金字塔蒜炒野菜+整隻鴨腿超霸氣,polstartech台中,,detailed
menya-kuroshin,麵屋黑心,台中市,霧峰區,育群路264號,,雞白湯|松露,松露雞白湯|醬油老火湯,250,350,300,25分,4.5,新人賞全台前十|甜點巴斯克,新人賞全台前十，西餐手法巧思，甜點巴斯克乳酪蛋糕也必點,polstartech台中,,detailed
